filename	listnumber	participant	grammar	fluency	verbosity	structure	success	overall	recipeid	dish	condition	order	experience	time.s	tim.min
list_2.csv	2	participant_33	4	4	5	5	5	5	baked_ziti_5	Baked Ziti	original	2	1-3 times per month	672	11.2
list_2.csv	2	participant_34	6	6	6	6	6	6	baked_ziti_5	Baked Ziti	original	8	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	4	1	1	1	1	1	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	2	1-3 times per week	525	8.75
list_2.csv	2	participant_19	5	4	3	5	6	4	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	4	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	3	1	2	1	1	1	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	11	4-5 times per week	564	9.4
list_2.csv	2	participant_21	3	3	1	4	3	2	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	8	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	4	4	1	1	4	3	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	4	1-3 times per week	927	15.45
list_2.csv	2	participant_23	1	1	1	2	1	1	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	8	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	2	2	3	2	2	2	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	3	1-3 times per week	396	6.6
list_2.csv	2	participant_25	5	4	5	5	5	5	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	10	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	2	2	3	2	1	1	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	6	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	1	1	1	1	1	1	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	5	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	3	4	1	2	3	3	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	8	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	4	3	4	3	4	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	1	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	5	5	5	5	4	5	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	9	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	1	2	1	2	3	2	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	11	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	5	3	1	4	4	4	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	8	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	3	4	4	3	5	4	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	5	1-3 times per month	672	11.2
list_2.csv	2	participant_34	5	2	3	1	4	3	blueberry_banana_bread_10	Blueberry Banana Bread	dependency	12	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	3	3	4	4	4	4	cauliflower_mash_3	Cauliflower Mash	coref	9	1-3 times per week	525	8.75
list_2.csv	2	participant_19	3	2	3	4	5	3	cauliflower_mash_3	Cauliflower Mash	coref	8	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	2	1	1	4	1	1	cauliflower_mash_3	Cauliflower Mash	coref	6	4-5 times per week	564	9.4
list_2.csv	2	participant_21	3	3	2	3	3	3	cauliflower_mash_3	Cauliflower Mash	coref	7	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	3	2	1	1	1	1	cauliflower_mash_3	Cauliflower Mash	coref	12	1-3 times per week	927	15.45
list_2.csv	2	participant_23	1	1	1	1	1	1	cauliflower_mash_3	Cauliflower Mash	coref	10	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	4	3	3	3	4	3	cauliflower_mash_3	Cauliflower Mash	coref	8	1-3 times per week	396	6.6
list_2.csv	2	participant_25	5	5	6	6	6	6	cauliflower_mash_3	Cauliflower Mash	coref	3	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	2	1	1	2	1	1	cauliflower_mash_3	Cauliflower Mash	coref	7	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	1	1	3	1	1	1	cauliflower_mash_3	Cauliflower Mash	coref	9	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	1	1	1	4	3	1	cauliflower_mash_3	Cauliflower Mash	coref	2	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	4	4	5	4	4	cauliflower_mash_3	Cauliflower Mash	coref	5	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	2	2	2	2	2	2	cauliflower_mash_3	Cauliflower Mash	coref	2	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	2	2	1	2	3	2	cauliflower_mash_3	Cauliflower Mash	coref	4	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	3	1	1	2	1	1	cauliflower_mash_3	Cauliflower Mash	coref	6	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	3	2	3	2	2	2	cauliflower_mash_3	Cauliflower Mash	coref	1	1-3 times per month	672	11.2
list_2.csv	2	participant_34	4	2	2	2	3	3	cauliflower_mash_3	Cauliflower Mash	coref	4	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	5	4	2	2	3	3	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	10	1-3 times per week	525	8.75
list_2.csv	2	participant_19	5	3	5	5	6	5	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	1	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	6	6	4	2	4	4	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	12	4-5 times per week	564	9.4
list_2.csv	2	participant_21	5	4	4	4	5	4	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	9	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	6	6	4	1	5	4	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	3	1-3 times per week	927	15.45
list_2.csv	2	participant_23	6	6	6	6	6	6	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	6	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	5	5	4	4	4	5	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	9	1-3 times per week	396	6.6
list_2.csv	2	participant_25	4	4	4	5	6	5	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	4	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	5	6	6	6	6	6	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	11	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	5	5	4	6	6	5	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	4	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	5	5	6	1	2	3	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	4	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	3	5	4	4	4	4	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	11	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	4	3	2	4	5	3	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	4	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	5	5	4	1	5	3	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	5	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	5	2	4	1	1	1	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	10	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	5	4	4	5	4	5	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	9	1-3 times per month	672	11.2
list_2.csv	2	participant_34	6	5	5	5	6	6	chewy_chocolate_chip_cookies_9	Chewy Chocolate Chip Cookies	no_context	3	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	3	3	2	3	3	3	garam_masala_3	Garam Masala	context	4	1-3 times per week	525	8.75
list_2.csv	2	participant_19	3	1	2	2	1	1	garam_masala_3	Garam Masala	context	5	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	5	2	5	5	2	2	garam_masala_3	Garam Masala	context	8	4-5 times per week	564	9.4
list_2.csv	2	participant_21	3	3	4	4	3	2	garam_masala_3	Garam Masala	context	2	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	4	1	2	1	1	1	garam_masala_3	Garam Masala	context	7	1-3 times per week	927	15.45
list_2.csv	2	participant_23	2	2	2	2	2	2	garam_masala_3	Garam Masala	context	7	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	3	2	3	4	4	5	garam_masala_3	Garam Masala	context	12	1-3 times per week	396	6.6
list_2.csv	2	participant_25	5	4	5	5	5	5	garam_masala_3	Garam Masala	context	12	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	2	1	1	1	1	1	garam_masala_3	Garam Masala	context	8	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	1	1	6	4	1	1	garam_masala_3	Garam Masala	context	7	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	5	3	2	5	4	3	garam_masala_3	Garam Masala	context	5	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	5	4	5	5	4	garam_masala_3	Garam Masala	context	12	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	5	4	3	4	5	4	garam_masala_3	Garam Masala	context	10	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	1	2	2	2	3	1	garam_masala_3	Garam Masala	context	1	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	2	2	2	1	1	1	garam_masala_3	Garam Masala	context	1	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	3	2	2	2	1	2	garam_masala_3	Garam Masala	context	10	1-3 times per month	672	11.2
list_2.csv	2	participant_34	2	2	2	2	3	3	garam_masala_3	Garam Masala	context	6	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	5	5	5	5	4	4	homemade_pizza_dough_4	Homemade Pizza Dough	original	3	1-3 times per week	525	8.75
list_2.csv	2	participant_19	6	6	6	5	5	5	homemade_pizza_dough_4	Homemade Pizza Dough	original	3	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	6	6	6	6	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	5	4-5 times per week	564	9.4
list_2.csv	2	participant_21	6	6	6	6	5	5	homemade_pizza_dough_4	Homemade Pizza Dough	original	12	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	6	6	6	6	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	9	1-3 times per week	927	15.45
list_2.csv	2	participant_23	6	6	6	6	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	9	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	6	4	5	5	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	1	1-3 times per week	396	6.6
list_2.csv	2	participant_25	5	4	5	5	5	5	homemade_pizza_dough_4	Homemade Pizza Dough	original	6	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	6	5	5	6	4	5	homemade_pizza_dough_4	Homemade Pizza Dough	original	9	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	3	4	5	5	6	4	homemade_pizza_dough_4	Homemade Pizza Dough	original	11	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	6	6	6	6	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	10	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	5	4	4	4	4	4	homemade_pizza_dough_4	Homemade Pizza Dough	original	6	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	5	5	5	5	5	5	homemade_pizza_dough_4	Homemade Pizza Dough	original	7	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	6	6	6	6	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	9	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	5	5	5	5	5	5	homemade_pizza_dough_4	Homemade Pizza Dough	original	7	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	5	2	4	3	4	4	homemade_pizza_dough_4	Homemade Pizza Dough	original	8	1-3 times per month	672	11.2
list_2.csv	2	participant_34	5	5	5	5	6	6	homemade_pizza_dough_4	Homemade Pizza Dough	original	7	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	3	3	3	4	4	4	orange_chicken_5	Orange Chicken	dependency	5	1-3 times per week	525	8.75
list_2.csv	2	participant_19	4	4	4	5	5	4	orange_chicken_5	Orange Chicken	dependency	11	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	5	3	5	5	5	2	orange_chicken_5	Orange Chicken	dependency	10	4-5 times per week	564	9.4
list_2.csv	2	participant_21	3	3	5	5	5	4	orange_chicken_5	Orange Chicken	dependency	5	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	4	3	5	6	6	3	orange_chicken_5	Orange Chicken	dependency	5	1-3 times per week	927	15.45
list_2.csv	2	participant_23	4	4	5	5	4	4	orange_chicken_5	Orange Chicken	dependency	1	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	2	4	4	4	4	4	orange_chicken_5	Orange Chicken	dependency	6	1-3 times per week	396	6.6
list_2.csv	2	participant_25	4	5	5	6	5	6	orange_chicken_5	Orange Chicken	dependency	5	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	2	4	5	5	5	5	orange_chicken_5	Orange Chicken	dependency	3	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	5	3	6	4	6	4	orange_chicken_5	Orange Chicken	dependency	12	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	4	4	6	4	5	5	orange_chicken_5	Orange Chicken	dependency	9	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	4	4	4	3	4	orange_chicken_5	Orange Chicken	dependency	8	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	4	4	4	5	5	4	orange_chicken_5	Orange Chicken	dependency	6	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	2	2	4	1	5	4	orange_chicken_5	Orange Chicken	dependency	7	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	2	3	4	5	5	4	orange_chicken_5	Orange Chicken	dependency	2	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	4	4	5	4	4	4	orange_chicken_5	Orange Chicken	dependency	3	1-3 times per month	672	11.2
list_2.csv	2	participant_34	5	5	5	5	5	5	orange_chicken_5	Orange Chicken	dependency	10	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	3	3	4	4	4	3	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	11	1-3 times per week	525	8.75
list_2.csv	2	participant_19	3	2	2	2	3	2	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	10	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	1	1	1	1	1	1	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	1	4-5 times per week	564	9.4
list_2.csv	2	participant_21	4	2	3	2	2	2	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	1	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	4	5	1	1	1	2	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	2	1-3 times per week	927	15.45
list_2.csv	2	participant_23	4	4	4	4	4	4	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	2	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	5	4	4	5	5	5	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	7	1-3 times per week	396	6.6
list_2.csv	2	participant_25	4	4	5	5	5	5	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	9	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	4	3	2	1	2	1	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	5	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	5	1	1	1	1	2	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	8	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	4	2	3	5	1	1	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	3	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	4	5	4	4	4	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	7	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	3	3	2	3	4	3	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	3	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	1	2	1	1	4	3	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	10	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	2	1	1	1	1	1	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	12	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	2	3	3	3	2	3	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	4	1-3 times per month	672	11.2
list_2.csv	2	participant_34	2	3	3	3	3	3	pumpkin_chocolate_chip_bread_7	Pumpkin Chocolate Chip Bread	coref	5	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	4	4	4	5	4	4	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	6	1-3 times per week	525	8.75
list_2.csv	2	participant_19	4	4	3	4	3	3	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	9	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	5	5	4	4	1	2	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	7	4-5 times per week	564	9.4
list_2.csv	2	participant_21	4	3	3	3	2	2	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	3	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	5	4	4	1	2	1	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	8	1-3 times per week	927	15.45
list_2.csv	2	participant_23	3	3	3	3	3	3	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	3	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	4	5	5	5	6	5	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	11	1-3 times per week	396	6.6
list_2.csv	2	participant_25	5	5	5	5	5	5	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	8	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	2	1	3	2	1	1	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	1	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	2	1	5	2	1	1	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	1	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	3	2	4	6	5	3	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	1	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	3	3	3	4	3	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	9	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	4	4	4	5	5	4	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	1	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	1	1	2	2	2	2	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	12	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	4	1	2	1	1	1	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	9	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	4	3	5	4	4	4	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	7	1-3 times per month	672	11.2
list_2.csv	2	participant_34	4	3	4	3	4	4	slow_cooker_chicken_tortilla_soup_3	Slow Cooker Chicken Tortilla Soup	no_context	11	1-3 times per month	1073	17.8833333333333
list_2.csv	2	participant_18	5	4	4	4	4	4	waffles_7	Waffles	context	8	1-3 times per week	525	8.75
list_2.csv	2	participant_19	5	2	2	4	3	2	waffles_7	Waffles	context	2	1-3 times per week	718	11.9666666666667
list_2.csv	2	participant_20	5	4	5	4	2	3	waffles_7	Waffles	context	4	4-5 times per week	564	9.4
list_2.csv	2	participant_21	5	5	6	5	5	5	waffles_7	Waffles	context	10	1-3 times per month	727	12.1166666666667
list_2.csv	2	participant_22	6	4	3	4	1	2	waffles_7	Waffles	context	6	1-3 times per week	927	15.45
list_2.csv	2	participant_23	5	1	1	1	1	1	waffles_7	Waffles	context	12	1-3 times per week	2042	34.0333333333333
list_2.csv	2	participant_24	4	4	5	5	5	5	waffles_7	Waffles	context	10	1-3 times per week	396	6.6
list_2.csv	2	participant_25	6	6	6	6	6	6	waffles_7	Waffles	context	7	1-3 times per month	523	8.71666666666667
list_2.csv	2	participant_26	4	3	4	2	3	2	waffles_7	Waffles	context	4	1-3 times per week	1086	18.1
list_2.csv	2	participant_27	6	6	6	6	6	5	waffles_7	Waffles	context	10	1-3 times per week	859	14.3166666666667
list_2.csv	2	participant_28	5	5	5	4	5	4	waffles_7	Waffles	context	7	almost everyday	1327	22.1166666666667
list_2.csv	2	participant_29	4	3	4	4	4	4	waffles_7	Waffles	context	2	1-3 times per week	406	6.76666666666667
list_2.csv	2	participant_30	4	4	4	4	4	4	waffles_7	Waffles	context	5	1-3 times per month	1276	21.2666666666667
list_2.csv	2	participant_31	5	5	5	5	5	5	waffles_7	Waffles	context	2	1-3 times per week	844	14.0666666666667
list_2.csv	2	participant_32	5	4	5	5	6	5	waffles_7	Waffles	context	3	less than once per month	1723	28.7166666666667
list_2.csv	2	participant_33	4	2	5	4	3	5	waffles_7	Waffles	context	6	1-3 times per month	672	11.2
list_2.csv	2	participant_34	4	5	4	5	5	4	waffles_7	Waffles	context	2	1-3 times per month	1073	17.8833333333333
list_3.csv	3	participant_35	4	4	5	6	5	3	baked_ziti_5	Baked Ziti	context	10	almost everyday	904	15.0666666666667
list_3.csv	3	participant_36	4	4	4	5	5	4	baked_ziti_5	Baked Ziti	context	8	1-3 times per month	1293	21.55
list_3.csv	3	participant_37	5	6	6	6	6	6	baked_ziti_5	Baked Ziti	context	4	1-3 times per month	425	7.08333333333333
list_3.csv	3	participant_38	1	1	2	1	3	1	baked_ziti_5	Baked Ziti	context	10	1-3 times per week	746	12.4333333333333
list_3.csv	3	participant_39	5	5	5	5	4	4	baked_ziti_5	Baked Ziti	context	1	less than once per month	771	12.85
list_3.csv	3	participant_40	3	4	6	6	5	4	baked_ziti_5	Baked Ziti	context	1	1-3 times per month	1145	19.0833333333333
list_3.csv	3	participant_41	6	6	6	6	6	6	baked_ziti_5	Baked Ziti	context	12	1-3 times per week	504	8.4
list_3.csv	3	participant_42	4	2	6	2	1	2	baked_ziti_5	Baked Ziti	context	3	1-3 times per month	771	12.85
list_3.csv	3	participant_43	3	5	3	6	5	5	baked_ziti_5	Baked Ziti	context	6	almost everyday	754	12.5666666666667
list_3.csv	3	participant_44	6	6	6	6	6	5	baked_ziti_5	Baked Ziti	context	4	1-3 times per month	1927	32.1166666666667
list_3.csv	3	participant_45	6	6	6	6	6	6	baked_ziti_5	Baked Ziti	context	9	1-3 times per month	1001	16.6833333333333
list_3.csv	3	participant_46	5	5	5	5	4	5	baked_ziti_5	Baked Ziti	context	10	1-3 times per month	1044	17.4
list_3.csv	3	participant_47	4	4	4	6	6	5	baked_ziti_5	Baked Ziti	context	10	1-3 times per week	1845	30.75
list_3.csv	3	participant_48	5	6	5	4	5	5	baked_ziti_5	Baked Ziti	context	7	1-3 times per week	789	13.15
list_3.csv	3	participant_49	4	5	5	5	4	3	baked_ziti_5	Baked Ziti	context	5	1-3 times per week	1026	17.1
list_3.csv	3	participant_35	5	6	6	6	6	5	blueberry_banana_bread_10	Blueberry Banana Bread	original	11	almost everyday	904	15.0666666666667
list_3.csv	3	participant_36	5	6	6	6	6	5	blueberry_banana_bread_10	Blueberry Banana Bread	original	5	1-3 times per month	1293	21.55
list_3.csv	3	participant_37	5	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	10	1-3 times per month	425	7.08333333333333
list_3.csv	3	participant_38	6	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	9	1-3 times per week	746	12.4333333333333
list_3.csv	3	participant_39	4	4	4	4	4	4	blueberry_banana_bread_10	Blueberry Banana Bread	original	4	less than once per month	771	12.85
list_3.csv	3	participant_40	6	5	6	6	6	5	blueberry_banana_bread_10	Blueberry Banana Bread	original	6	1-3 times per month	1145	19.0833333333333
list_3.csv	3	participant_41	5	6	5	6	6	5	blueberry_banana_bread_10	Blueberry Banana Bread	original	5	1-3 times per week	504	8.4
list_3.csv	3	participant_42	5	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	10	1-3 times per month	771	12.85
list_3.csv	3	participant_43	6	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	7	almost everyday	754	12.5666666666667
list_3.csv	3	participant_44	6	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	11	1-3 times per month	1927	32.1166666666667
list_3.csv	3	participant_45	6	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	4	1-3 times per month	1001	16.6833333333333
list_3.csv	3	participant_46	6	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	6	1-3 times per month	1044	17.4
list_3.csv	3	participant_47	6	6	6	6	4	5	blueberry_banana_bread_10	Blueberry Banana Bread	original	1	1-3 times per week	1845	30.75
list_3.csv	3	participant_48	6	6	6	6	6	6	blueberry_banana_bread_10	Blueberry Banana Bread	original	6	1-3 times per week	789	13.15
list_3.csv	3	participant_49	5	5	5	5	5	4	blueberry_banana_bread_10	Blueberry Banana Bread	original	7	1-3 times per week	1026	17.1
list_3.csv	3	participant_35	1	1	5	4	4	2	cauliflower_mash_3	Cauliflower Mash	dependency	3	almost everyday	904	15.0666666666667
list_3.csv	3	participant_36	3	3	4	4	4	3	cauliflower_mash_3	Cauliflower Mash	dependency	11	1-3 times per month	1293	21.55
list_3.csv	3	participant_37	3	2	4	4	4	4	cauliflower_mash_3	Cauliflower Mash	dependency	11	1-3 times per month	425	7.08333333333333
list_3.csv	3	participant_38	1	1	2	3	3	1	cauliflower_mash_3	Cauliflower Mash	dependency	12	1-3 times per week	746	12.4333333333333
list_3.csv	3	participant_39	3	3	3	3	3	3	cauliflower_mash_3	Cauliflower Mash	dependency	2	less than once per month	771	12.85
list_3.csv	3	participant_40	1	1	1	1	1	1	cauliflower_mash_3	Cauliflower Mash	dependency	11	1-3 times per month	1145	19.0833333333333
list_3.csv	3	participant_41	4	3	3	4	4	3	cauliflower_mash_3	Cauliflower Mash	dependency	11	1-3 times per week	504	8.4
list_3.csv	3	participant_42	2	1	1	1	1	1	cauliflower_mash_3	Cauliflower Mash	dependency	8	1-3 times per month	771	12.85
list_3.csv	3	participant_43	4	5	6	5	5	4	cauliflower_mash_3	Cauliflower Mash	dependency	4	almost everyday	754	12.5666666666667
